,primary_care_case,primary_care_suspect_case,first_pos_test_sgss,a_e_consult_date,ons_covid_death_date,stp
2020-05-16,12.0,68.0,19.0,0.0,,E54000022
2020-05-17,,46.0,8.0,0.0,,E54000022
2020-05-18,14.0,400.0,25.0,0.0,6.0,E54000022
2020-05-19,16.0,374.0,50.0,0.0,,E54000022
2020-05-20,10.0,316.0,19.0,0.0,,E54000022
2020-05-21,24.0,291.0,30.0,0.0,,E54000022
2020-05-22,11.0,223.0,9.0,0.0,,E54000022
2020-05-23,,25.0,9.0,0.0,,E54000022
2020-05-24,9.0,27.0,9.0,0.0,,E54000022
2020-05-25,9.0,23.0,13.0,0.0,8.0,E54000022
2020-05-26,13.0,396.0,15.0,0.0,,E54000022
2020-05-27,13.0,262.0,17.0,0.0,,E54000022
2020-05-28,11.0,316.0,13.0,0.0,,E54000022
2020-05-29,18.0,221.0,,0.0,,E54000022
2020-05-30,9.0,23.0,8.0,0.0,,E54000022
2020-05-31,,37.0,,0.0,,E54000022
2020-06-01,19.0,394.0,20.0,0.0,0.0,E54000022
2020-06-02,6.0,224.0,,0.0,0.0,E54000022
2020-06-03,9.0,243.0,,0.0,0.0,E54000022
2020-06-04,6.0,224.0,13.0,0.0,0.0,E54000022
2020-06-05,12.0,185.0,,0.0,0.0,E54000022
2020-06-06,,16.0,,0.0,0.0,E54000022
2020-06-07,,24.0,,0.0,0.0,E54000022
2020-06-08,,282.0,,0.0,0.0,E54000022
2020-06-09,6.0,226.0,7.0,0.0,0.0,E54000022
2020-06-10,,245.0,15.0,0.0,0.0,E54000022
2020-06-11,,212.0,,0.0,0.0,E54000022
2020-06-12,,242.0,,0.0,0.0,E54000022
2020-06-13,,36.0,,0.0,0.0,E54000022
2020-06-14,,18.0,,0.0,0.0,E54000022
2020-06-15,10.0,283.0,7.0,0.0,0.0,E54000022
2020-06-16,9.0,231.0,,0.0,0.0,E54000022
2020-06-17,12.0,228.0,,0.0,0.0,E54000022
2020-06-18,11.0,243.0,8.0,0.0,0.0,E54000022
2020-06-19,,208.0,,0.0,0.0,E54000022
2020-06-20,,16.0,,0.0,0.0,E54000022
2020-06-21,,27.0,,0.0,0.0,E54000022
2020-06-22,,285.0,,0.0,0.0,E54000022
2020-06-23,,213.0,,0.0,0.0,E54000022
2020-06-24,,228.0,,0.0,0.0,E54000022
2020-06-25,,197.0,0.0,0.0,0.0,E54000022
2020-06-26,,210.0,,0.0,0.0,E54000022
2020-06-27,,17.0,,0.0,0.0,E54000022
2020-06-28,,21.0,,0.0,0.0,E54000022
2020-06-29,,281.0,,0.0,0.0,E54000022
2020-06-30,,235.0,0.0,0.0,0.0,E54000022
2020-07-01,,243.0,,0.0,0.0,E54000022
2020-07-02,0.0,258.0,,0.0,0.0,E54000022
2020-07-03,,182.0,,0.0,0.0,E54000022
2020-07-04,,19.0,,0.0,0.0,E54000022
2020-07-05,0.0,14.0,0.0,0.0,0.0,E54000022
2020-07-06,,287.0,,0.0,0.0,E54000022
2020-07-07,,262.0,0.0,0.0,0.0,E54000022
2020-07-08,,201.0,,0.0,0.0,E54000022
2020-07-09,0.0,47.0,0.0,0.0,0.0,E54000022
2020-02-01,0.0,,0.0,385.0,0.0,E54000023
2020-02-02,0.0,0.0,0.0,369.0,0.0,E54000023
2020-02-03,0.0,0.0,0.0,418.0,0.0,E54000023
2020-02-04,0.0,0.0,0.0,396.0,0.0,E54000023
2020-02-05,0.0,0.0,0.0,342.0,0.0,E54000023
2020-02-06,0.0,0.0,0.0,422.0,0.0,E54000023
2020-02-07,0.0,0.0,0.0,397.0,0.0,E54000023
2020-02-08,0.0,0.0,0.0,372.0,0.0,E54000023
2020-02-09,0.0,0.0,0.0,343.0,0.0,E54000023
2020-02-10,0.0,,0.0,381.0,0.0,E54000023
2020-02-11,0.0,,0.0,383.0,0.0,E54000023
2020-02-12,0.0,0.0,0.0,405.0,0.0,E54000023
2020-02-13,0.0,0.0,0.0,396.0,0.0,E54000023
2020-02-14,0.0,,0.0,369.0,0.0,E54000023
2020-02-15,0.0,0.0,0.0,371.0,0.0,E54000023
2020-02-16,0.0,0.0,0.0,387.0,0.0,E54000023
2020-02-17,0.0,0.0,0.0,386.0,0.0,E54000023
2020-02-18,0.0,0.0,0.0,376.0,0.0,E54000023
2020-02-19,0.0,0.0,0.0,353.0,0.0,E54000023
2020-02-20,0.0,0.0,0.0,410.0,0.0,E54000023
2020-02-21,0.0,0.0,0.0,385.0,0.0,E54000023
2020-02-22,0.0,0.0,0.0,344.0,0.0,E54000023
2020-02-23,0.0,0.0,0.0,376.0,0.0,E54000023
2020-02-24,0.0,0.0,0.0,406.0,0.0,E54000023
2020-02-25,0.0,,0.0,423.0,0.0,E54000023
2020-02-26,0.0,,0.0,337.0,0.0,E54000023
2020-02-27,,7.0,0.0,343.0,0.0,E54000023
2020-02-28,0.0,,0.0,384.0,0.0,E54000023
2020-02-29,0.0,0.0,0.0,410.0,0.0,E54000023
2020-03-01,,,0.0,425.0,0.0,E54000023
2020-03-02,0.0,,0.0,430.0,0.0,E54000023
2020-03-03,0.0,,0.0,420.0,0.0,E54000023
2020-03-04,0.0,,0.0,400.0,0.0,E54000023
2020-03-05,0.0,,0.0,394.0,0.0,E54000023
2020-03-06,0.0,,0.0,374.0,0.0,E54000023
2020-03-07,0.0,,,368.0,0.0,E54000023
2020-03-08,0.0,,0.0,425.0,0.0,E54000023
2020-03-09,,12.0,0.0,417.0,0.0,E54000023
2020-03-10,,11.0,,441.0,0.0,E54000023
2020-03-11,,21.0,,347.0,0.0,E54000023
2020-03-12,,30.0,,356.0,0.0,E54000023
2020-03-13,,56.0,0.0,304.0,0.0,E54000023
2020-03-14,0.0,6.0,,312.0,0.0,E54000023
2020-03-15,,,,308.0,0.0,E54000023
2020-03-16,,80.0,,236.0,0.0,E54000023
2020-03-17,,108.0,,110.0,0.0,E54000023
2020-03-18,,151.0,,134.0,0.0,E54000023
2020-03-19,,121.0,,114.0,0.0,E54000023
2020-03-20,,120.0,,123.0,0.0,E54000023
2020-03-21,,14.0,12.0,111.0,,E54000023
2020-03-22,,10.0,6.0,87.0,,E54000023
2020-03-23,,205.0,13.0,91.0,0.0,E54000023
2020-03-24,,209.0,8.0,79.0,,E54000023
2020-03-25,,305.0,6.0,71.0,,E54000023
2020-03-26,8.0,138.0,15.0,86.0,,E54000023
2020-03-27,,279.0,15.0,83.0,,E54000023
2020-03-28,0.0,64.0,,95.0,,E54000023
2020-03-29,8.0,71.0,22.0,89.0,,E54000023
2020-03-30,6.0,252.0,19.0,76.0,,E54000023
2020-03-31,12.0,176.0,24.0,86.0,6.0,E54000023
2020-04-01,26.0,370.0,22.0,59.0,,E54000023
2020-04-02,11.0,345.0,22.0,74.0,6.0,E54000023
2020-04-03,16.0,303.0,29.0,77.0,,E54000023
2020-04-04,12.0,65.0,21.0,77.0,6.0,E54000023
2020-04-05,19.0,52.0,27.0,87.0,7.0,E54000023
2020-04-06,18.0,306.0,28.0,99.0,,E54000023
2020-04-07,20.0,254.0,18.0,97.0,10.0,E54000023
2020-04-08,17.0,239.0,29.0,84.0,15.0,E54000023
2020-04-09,19.0,165.0,17.0,98.0,15.0,E54000023
2020-04-10,9.0,251.0,22.0,78.0,13.0,E54000023
2020-04-11,10.0,232.0,30.0,99.0,9.0,E54000023
2020-04-12,11.0,253.0,26.0,93.0,17.0,E54000023
2020-04-13,17.0,526.0,28.0,77.0,10.0,E54000023
2020-04-14,18.0,899.0,20.0,68.0,7.0,E54000023
2020-04-15,22.0,277.0,34.0,85.0,6.0,E54000023
2020-04-16,26.0,526.0,45.0,70.0,11.0,E54000023
2020-04-17,24.0,391.0,33.0,42.0,16.0,E54000023
2020-04-18,,40.0,58.0,0.0,6.0,E54000023
2020-04-19,11.0,50.0,41.0,0.0,7.0,E54000023
2020-04-20,28.0,313.0,80.0,0.0,12.0,E54000023
2020-04-21,34.0,212.0,49.0,0.0,15.0,E54000023
2020-04-22,29.0,276.0,93.0,0.0,14.0,E54000023
2020-04-23,34.0,265.0,81.0,0.0,8.0,E54000023
2020-04-24,46.0,225.0,80.0,0.0,17.0,E54000023
2020-04-25,16.0,86.0,62.0,0.0,16.0,E54000023
2020-04-26,12.0,41.0,47.0,0.0,17.0,E54000023
2020-04-27,22.0,268.0,65.0,0.0,7.0,E54000023
2020-04-28,24.0,202.0,60.0,0.0,13.0,E54000023
2020-04-29,18.0,188.0,53.0,0.0,,E54000023
2020-04-30,27.0,223.0,64.0,0.0,10.0,E54000023
2020-05-01,38.0,256.0,71.0,0.0,7.0,E54000023
2020-05-02,,48.0,30.0,0.0,,E54000023
2020-05-03,12.0,56.0,45.0,0.0,10.0,E54000023
2020-05-04,27.0,237.0,34.0,0.0,9.0,E54000023
2020-05-05,32.0,183.0,37.0,0.0,,E54000023
2020-05-06,31.0,181.0,54.0,0.0,9.0,E54000023
2020-05-07,14.0,190.0,41.0,0.0,,E54000023
2020-05-08,14.0,121.0,13.0,0.0,6.0,E54000023
2020-05-09,,67.0,12.0,0.0,8.0,E54000023
2020-05-10,7.0,44.0,12.0,0.0,6.0,E54000023
2020-05-11,50.0,235.0,38.0,0.0,,E54000023
2020-05-12,20.0,167.0,24.0,0.0,,E54000023
2020-05-13,17.0,169.0,28.0,0.0,,E54000023
2020-05-14,18.0,127.0,20.0,0.0,,E54000023
2020-05-15,21.0,128.0,24.0,0.0,,E54000023
2020-05-16,10.0,38.0,22.0,0.0,,E54000023
2020-05-17,,42.0,12.0,0.0,,E54000023
2020-05-18,19.0,184.0,39.0,0.0,,E54000023
2020-05-19,15.0,123.0,16.0,0.0,,E54000023
2020-05-20,11.0,126.0,23.0,0.0,,E54000023
2020-05-21,11.0,103.0,20.0,0.0,,E54000023
2020-05-22,14.0,72.0,21.0,0.0,,E54000023
2020-05-23,,15.0,10.0,0.0,,E54000023
2020-05-24,,19.0,18.0,0.0,,E54000023
2020-05-25,,24.0,8.0,0.0,6.0,E54000023
2020-05-26,9.0,142.0,14.0,0.0,,E54000023
2020-05-27,,75.0,13.0,0.0,,E54000023
2020-05-28,14.0,87.0,16.0,0.0,,E54000023
2020-05-29,,79.0,10.0,0.0,,E54000023
2020-05-30,,13.0,,0.0,,E54000023
2020-05-31,,20.0,11.0,0.0,,E54000023
2020-06-01,11.0,102.0,14.0,0.0,,E54000023
2020-06-02,10.0,113.0,13.0,0.0,0.0,E54000023
2020-06-03,8.0,74.0,12.0,0.0,0.0,E54000023
2020-06-04,,90.0,6.0,0.0,0.0,E54000023
2020-06-05,6.0,65.0,7.0,0.0,0.0,E54000023
2020-06-06,0.0,19.0,7.0,0.0,0.0,E54000023
2020-06-07,,19.0,,0.0,0.0,E54000023
2020-06-08,,74.0,7.0,0.0,0.0,E54000023
2020-06-09,6.0,68.0,,0.0,0.0,E54000023
2020-06-10,,74.0,,0.0,0.0,E54000023
2020-06-11,,54.0,0.0,0.0,0.0,E54000023
2020-06-12,,39.0,,0.0,0.0,E54000023
2020-06-13,,25.0,,0.0,0.0,E54000023
2020-06-14,,16.0,,0.0,0.0,E54000023
2020-06-15,,70.0,,0.0,0.0,E54000023
2020-06-16,6.0,46.0,,0.0,0.0,E54000023
2020-06-17,,50.0,,0.0,0.0,E54000023
2020-06-18,,64.0,,0.0,0.0,E54000023
2020-06-19,,46.0,,0.0,0.0,E54000023
2020-06-20,,26.0,0.0,0.0,0.0,E54000023
2020-06-21,,12.0,,0.0,0.0,E54000023
2020-06-22,0.0,62.0,0.0,0.0,0.0,E54000023
2020-06-23,,41.0,,0.0,0.0,E54000023
2020-06-24,,42.0,,0.0,0.0,E54000023
2020-06-25,,39.0,0.0,0.0,0.0,E54000023
2020-06-26,,51.0,6.0,0.0,0.0,E54000023
2020-06-27,0.0,23.0,0.0,0.0,0.0,E54000023
2020-06-28,,19.0,,0.0,0.0,E54000023
2020-06-29,0.0,32.0,,0.0,0.0,E54000023
2020-06-30,,23.0,,0.0,0.0,E54000023
2020-07-01,,40.0,,0.0,0.0,E54000023
2020-07-02,,51.0,,0.0,0.0,E54000023
2020-07-03,,49.0,,0.0,0.0,E54000023
2020-07-04,,22.0,,0.0,0.0,E54000023
2020-07-05,0.0,20.0,0.0,0.0,0.0,E54000023
2020-07-06,,58.0,0.0,0.0,0.0,E54000023
2020-07-07,,42.0,,0.0,0.0,E54000023
2020-07-08,8.0,41.0,0.0,0.0,0.0,E54000023
2020-07-09,0.0,,0.0,0.0,0.0,E54000023
2020-02-01,0.0,0.0,0.0,340.0,0.0,E54000024
2020-02-02,0.0,0.0,0.0,335.0,0.0,E54000024
2020-02-03,0.0,0.0,0.0,398.0,0.0,E54000024
2020-02-04,0.0,0.0,0.0,371.0,0.0,E54000024
2020-02-05,0.0,0.0,0.0,336.0,0.0,E54000024
2020-02-06,0.0,0.0,0.0,321.0,0.0,E54000024
2020-02-07,0.0,0.0,0.0,354.0,0.0,E54000024
2020-02-08,,0.0,0.0,318.0,0.0,E54000024
2020-02-09,0.0,0.0,0.0,321.0,0.0,E54000024
2020-02-10,0.0,,0.0,389.0,0.0,E54000024
2020-02-11,0.0,0.0,0.0,393.0,0.0,E54000024
2020-02-12,0.0,,0.0,367.0,0.0,E54000024
2020-02-13,0.0,,0.0,359.0,0.0,E54000024
2020-02-14,0.0,,0.0,315.0,0.0,E54000024
2020-02-15,0.0,0.0,0.0,328.0,0.0,E54000024
2020-02-16,0.0,,0.0,295.0,0.0,E54000024
2020-02-17,,,0.0,344.0,0.0,E54000024
2020-02-18,0.0,,0.0,311.0,0.0,E54000024
2020-02-19,0.0,0.0,0.0,302.0,0.0,E54000024
2020-02-20,0.0,0.0,0.0,351.0,0.0,E54000024
2020-02-21,0.0,0.0,0.0,356.0,0.0,E54000024
2020-02-22,0.0,0.0,0.0,333.0,0.0,E54000024
2020-02-23,0.0,,0.0,324.0,0.0,E54000024
2020-02-24,0.0,,0.0,583.0,0.0,E54000024
2020-02-25,0.0,,0.0,506.0,0.0,E54000024
2020-02-26,0.0,,0.0,507.0,0.0,E54000024
2020-02-27,0.0,,0.0,513.0,0.0,E54000024
2020-02-28,0.0,0.0,0.0,484.0,0.0,E54000024
2020-02-29,0.0,,0.0,430.0,0.0,E54000024
2020-03-01,7.0,,0.0,477.0,0.0,E54000024
2020-03-02,0.0,6.0,0.0,423.0,0.0,E54000024
2020-03-03,0.0,,,365.0,0.0,E54000024
2020-03-04,0.0,35.0,,363.0,0.0,E54000024
2020-03-05,0.0,66.0,0.0,357.0,,E54000024
2020-03-06,0.0,107.0,,353.0,0.0,E54000024
2020-03-07,0.0,,0.0,304.0,0.0,E54000024
2020-03-08,,6.0,0.0,338.0,0.0,E54000024
2020-03-09,0.0,248.0,0.0,393.0,0.0,E54000024
2020-03-10,0.0,350.0,,324.0,0.0,E54000024
2020-03-11,,338.0,,341.0,0.0,E54000024
2020-03-12,,361.0,,304.0,0.0,E54000024
2020-03-13,,234.0,6.0,325.0,0.0,E54000024
2020-03-14,,26.0,,253.0,,E54000024
2020-03-15,,21.0,6.0,295.0,,E54000024
2020-03-16,,453.0,0.0,316.0,0.0,E54000024
2020-03-17,7.0,428.0,8.0,259.0,0.0,E54000024
2020-03-18,,326.0,23.0,246.0,,E54000024
2020-03-19,,361.0,15.0,225.0,,E54000024
2020-03-20,8.0,276.0,13.0,248.0,0.0,E54000024
2020-03-21,8.0,33.0,10.0,240.0,,E54000024
2020-03-22,,47.0,14.0,223.0,,E54000024
2020-03-23,14.0,381.0,50.0,216.0,,E54000024
2020-03-24,15.0,295.0,44.0,203.0,,E54000024
2020-03-25,13.0,285.0,31.0,196.0,6.0,E54000024
2020-03-26,18.0,345.0,31.0,172.0,12.0,E54000024
2020-03-27,26.0,452.0,46.0,186.0,10.0,E54000024
2020-03-28,20.0,239.0,33.0,182.0,6.0,E54000024
2020-03-29,19.0,208.0,28.0,167.0,7.0,E54000024
2020-03-30,28.0,519.0,46.0,215.0,7.0,E54000024
2020-03-31,26.0,565.0,66.0,213.0,12.0,E54000024
2020-04-01,64.0,1138.0,55.0,213.0,16.0,E54000024
2020-04-02,35.0,908.0,63.0,136.0,10.0,E54000024
2020-04-03,36.0,668.0,61.0,138.0,17.0,E54000024
2020-04-04,20.0,145.0,37.0,124.0,13.0,E54000024
2020-04-05,27.0,156.0,68.0,124.0,23.0,E54000024
2020-04-06,45.0,905.0,72.0,154.0,13.0,E54000024
2020-04-07,49.0,739.0,76.0,146.0,19.0,E54000024
2020-04-08,55.0,667.0,74.0,129.0,27.0,E54000024
2020-04-09,38.0,619.0,63.0,154.0,18.0,E54000024
2020-04-10,27.0,530.0,69.0,122.0,17.0,E54000024
2020-04-11,19.0,135.0,47.0,145.0,21.0,E54000024
2020-04-12,14.0,159.0,51.0,138.0,22.0,E54000024
2020-04-13,28.0,752.0,51.0,128.0,15.0,E54000024
2020-04-14,34.0,1494.0,71.0,140.0,16.0,E54000024
2020-04-15,71.0,986.0,47.0,119.0,15.0,E54000024
2020-04-16,74.0,570.0,48.0,93.0,15.0,E54000024
2020-04-17,86.0,821.0,77.0,20.0,22.0,E54000024
2020-04-18,10.0,95.0,57.0,0.0,16.0,E54000024
2020-04-19,24.0,90.0,23.0,0.0,16.0,E54000024
2020-04-20,79.0,884.0,34.0,0.0,15.0,E54000024
2020-04-21,40.0,1190.0,70.0,0.0,19.0,E54000024
2020-04-22,33.0,730.0,85.0,0.0,14.0,E54000024
2020-04-23,75.0,680.0,87.0,0.0,15.0,E54000024
2020-04-24,73.0,1214.0,55.0,0.0,14.0,E54000024
2020-04-25,13.0,75.0,53.0,0.0,8.0,E54000024
2020-04-26,,76.0,40.0,0.0,,E54000024
2020-04-27,83.0,1181.0,105.0,0.0,14.0,E54000024
2020-04-28,161.0,780.0,44.0,0.0,12.0,E54000024
2020-04-29,48.0,501.0,79.0,0.0,6.0,E54000024
2020-04-30,59.0,576.0,55.0,0.0,12.0,E54000024
2020-05-01,62.0,644.0,48.0,0.0,14.0,E54000024
2020-05-02,17.0,64.0,37.0,0.0,6.0,E54000024
2020-05-03,16.0,87.0,43.0,0.0,7.0,E54000024
2020-05-04,74.0,583.0,66.0,0.0,,E54000024
2020-05-05,60.0,402.0,34.0,0.0,6.0,E54000024
2020-05-06,64.0,433.0,36.0,0.0,8.0,E54000024
2020-05-07,53.0,393.0,58.0,0.0,8.0,E54000024
2020-05-08,31.0,195.0,33.0,0.0,10.0,E54000024
2020-05-09,8.0,64.0,22.0,0.0,14.0,E54000024
2020-05-10,10.0,74.0,26.0,0.0,,E54000024
2020-05-11,67.0,528.0,30.0,0.0,,E54000024
2020-05-12,63.0,364.0,46.0,0.0,7.0,E54000024
2020-05-13,36.0,433.0,43.0,0.0,6.0,E54000024
2020-05-14,50.0,416.0,40.0,0.0,6.0,E54000024
2020-05-15,45.0,352.0,39.0,0.0,7.0,E54000024
2020-05-16,7.0,57.0,26.0,0.0,10.0,E54000024
2020-05-17,11.0,65.0,38.0,0.0,9.0,E54000024
2020-05-18,37.0,468.0,54.0,0.0,7.0,E54000024
2020-05-19,36.0,320.0,50.0,0.0,,E54000024
2020-05-20,34.0,255.0,44.0,0.0,6.0,E54000024
2020-05-21,34.0,259.0,46.0,0.0,,E54000024
2020-05-22,17.0,277.0,29.0,0.0,,E54000024
2020-05-23,10.0,22.0,31.0,0.0,,E54000024
2020-05-24,7.0,24.0,26.0,0.0,8.0,E54000024
2020-05-25,6.0,22.0,23.0,0.0,6.0,E54000024
2020-05-26,19.0,283.0,36.0,0.0,,E54000024
2020-05-27,20.0,224.0,37.0,0.0,,E54000024
2020-05-28,17.0,206.0,36.0,0.0,,E54000024
2020-05-29,38.0,243.0,40.0,0.0,8.0,E54000024
2020-05-30,6.0,28.0,9.0,0.0,,E54000024
2020-05-31,,19.0,14.0,0.0,,E54000024
2020-06-01,24.0,293.0,26.0,0.0,,E54000024
2020-06-02,101.0,306.0,24.0,0.0,0.0,E54000024
2020-06-03,13.0,185.0,24.0,0.0,0.0,E54000024
2020-06-04,22.0,260.0,18.0,0.0,0.0,E54000024
2020-06-05,19.0,231.0,27.0,0.0,0.0,E54000024
2020-06-06,8.0,24.0,21.0,0.0,0.0,E54000024
2020-06-07,11.0,18.0,12.0,0.0,0.0,E54000024
2020-06-08,26.0,284.0,30.0,0.0,0.0,E54000024
2020-06-09,90.0,276.0,34.0,0.0,0.0,E54000024
2020-06-10,46.0,235.0,40.0,0.0,0.0,E54000024
2020-06-11,43.0,164.0,20.0,0.0,0.0,E54000024
2020-06-12,22.0,197.0,23.0,0.0,0.0,E54000024
2020-06-13,9.0,24.0,28.0,0.0,0.0,E54000024
2020-06-14,13.0,25.0,22.0,0.0,0.0,E54000024
2020-06-15,37.0,277.0,31.0,0.0,0.0,E54000024
2020-06-16,23.0,242.0,41.0,0.0,0.0,E54000024
2020-06-17,13.0,261.0,28.0,0.0,0.0,E54000024
2020-06-18,24.0,195.0,21.0,0.0,0.0,E54000024
2020-06-19,19.0,187.0,25.0,0.0,0.0,E54000024
2020-06-20,8.0,16.0,8.0,0.0,0.0,E54000024
2020-06-21,13.0,34.0,33.0,0.0,0.0,E54000024
2020-06-22,28.0,252.0,25.0,0.0,0.0,E54000024
2020-06-23,17.0,158.0,8.0,0.0,0.0,E54000024
2020-06-24,,173.0,15.0,0.0,0.0,E54000024
2020-06-25,9.0,160.0,7.0,0.0,0.0,E54000024
2020-06-26,18.0,173.0,10.0,0.0,0.0,E54000024
2020-06-27,7.0,21.0,,0.0,0.0,E54000024
2020-06-28,,13.0,10.0,0.0,0.0,E54000024
2020-06-29,8.0,258.0,11.0,0.0,0.0,E54000024
2020-06-30,10.0,223.0,12.0,0.0,0.0,E54000024
2020-07-01,10.0,195.0,12.0,0.0,0.0,E54000024
2020-07-02,9.0,148.0,13.0,0.0,0.0,E54000024
2020-07-03,8.0,130.0,10.0,0.0,0.0,E54000024
2020-07-04,9.0,10.0,13.0,0.0,0.0,E54000024
2020-07-05,14.0,9.0,11.0,0.0,0.0,E54000024
2020-07-06,7.0,196.0,7.0,0.0,0.0,E54000024
2020-07-07,,178.0,,0.0,0.0,E54000024
2020-07-08,12.0,220.0,,0.0,0.0,E54000024
2020-07-09,0.0,25.0,0.0,0.0,0.0,E54000024
2020-02-01,,,0.0,428.0,0.0,E54000025
2020-02-02,0.0,,0.0,483.0,0.0,E54000025
2020-02-03,0.0,0.0,0.0,515.0,0.0,E54000025
2020-02-04,0.0,,0.0,466.0,0.0,E54000025
2020-02-05,0.0,0.0,0.0,458.0,0.0,E54000025
2020-02-06,0.0,0.0,0.0,442.0,0.0,E54000025
2020-02-07,0.0,0.0,0.0,472.0,0.0,E54000025
2020-02-08,0.0,0.0,0.0,429.0,0.0,E54000025
2020-02-09,0.0,,0.0,408.0,0.0,E54000025
2020-02-10,0.0,,0.0,530.0,0.0,E54000025
2020-02-11,0.0,,0.0,492.0,0.0,E54000025
2020-02-12,0.0,0.0,0.0,452.0,0.0,E54000025
2020-02-13,,0.0,0.0,477.0,0.0,E54000025
2020-02-14,0.0,0.0,0.0,430.0,0.0,E54000025
2020-02-15,0.0,0.0,0.0,411.0,0.0,E54000025
2020-02-16,0.0,0.0,0.0,416.0,0.0,E54000025
2020-02-17,0.0,,0.0,468.0,0.0,E54000025
2020-02-18,,0.0,0.0,419.0,0.0,E54000025
2020-02-19,0.0,,0.0,434.0,0.0,E54000025
2020-02-20,,0.0,0.0,421.0,0.0,E54000025
2020-02-21,0.0,,0.0,452.0,0.0,E54000025
2020-02-22,0.0,0.0,0.0,438.0,0.0,E54000025
2020-02-23,0.0,0.0,0.0,476.0,0.0,E54000025
2020-02-24,0.0,0.0,0.0,488.0,0.0,E54000025
2020-02-25,0.0,,0.0,453.0,0.0,E54000025
2020-02-26,0.0,,0.0,495.0,0.0,E54000025
2020-02-27,,,0.0,494.0,0.0,E54000025
2020-02-28,,11.0,,489.0,0.0,E54000025
2020-02-29,0.0,,0.0,467.0,0.0,E54000025
2020-03-01,8.0,6.0,,493.0,0.0,E54000025
2020-03-02,0.0,14.0,0.0,530.0,0.0,E54000025
2020-03-03,,13.0,,442.0,0.0,E54000025
2020-03-04,0.0,23.0,0.0,448.0,0.0,E54000025
2020-03-05,,32.0,0.0,465.0,0.0,E54000025
2020-03-06,,30.0,,475.0,0.0,E54000025
2020-03-07,,,0.0,422.0,0.0,E54000025
2020-03-08,0.0,,0.0,480.0,0.0,E54000025
2020-03-09,,33.0,0.0,529.0,0.0,E54000025
2020-03-10,,43.0,,496.0,0.0,E54000025
2020-03-11,,71.0,,506.0,0.0,E54000025
2020-03-12,,91.0,,452.0,0.0,E54000025
2020-03-13,,138.0,,388.0,0.0,E54000025
2020-03-14,0.0,41.0,,359.0,0.0,E54000025
2020-03-15,,14.0,,373.0,0.0,E54000025
2020-03-16,,287.0,,399.0,0.0,E54000025
2020-03-17,,279.0,6.0,365.0,0.0,E54000025
2020-03-18,6.0,5559.0,11.0,304.0,0.0,E54000025
2020-03-19,,284.0,8.0,303.0,,E54000025
2020-03-20,8.0,295.0,7.0,288.0,,E54000025
2020-03-21,0.0,22.0,16.0,276.0,0.0,E54000025
2020-03-22,,22.0,14.0,302.0,0.0,E54000025
2020-03-23,11.0,337.0,25.0,231.0,,E54000025
2020-03-24,7.0,271.0,29.0,206.0,,E54000025
2020-03-25,6.0,293.0,29.0,210.0,,E54000025
2020-03-26,10.0,290.0,31.0,222.0,,E54000025
2020-03-27,11.0,308.0,38.0,188.0,9.0,E54000025
2020-03-28,,143.0,32.0,240.0,8.0,E54000025
2020-03-29,11.0,156.0,38.0,196.0,11.0,E54000025
2020-03-30,18.0,409.0,47.0,244.0,11.0,E54000025
2020-03-31,13.0,602.0,41.0,250.0,12.0,E54000025
2020-04-01,44.0,1940.0,57.0,211.0,13.0,E54000025
2020-04-02,27.0,1211.0,52.0,211.0,16.0,E54000025
2020-04-03,22.0,829.0,53.0,235.0,17.0,E54000025
2020-04-04,11.0,84.0,34.0,198.0,11.0,E54000025
2020-04-05,14.0,95.0,31.0,202.0,16.0,E54000025
2020-04-06,40.0,1163.0,55.0,227.0,16.0,E54000025
2020-04-07,30.0,833.0,57.0,196.0,25.0,E54000025
2020-04-08,28.0,717.0,48.0,205.0,23.0,E54000025
2020-04-09,19.0,633.0,47.0,214.0,17.0,E54000025
2020-04-10,23.0,585.0,43.0,225.0,10.0,E54000025
2020-04-11,13.0,91.0,28.0,230.0,26.0,E54000025
2020-04-12,13.0,83.0,25.0,218.0,21.0,E54000025
2020-04-13,30.0,501.0,42.0,248.0,23.0,E54000025
2020-04-14,24.0,1260.0,38.0,260.0,13.0,E54000025
2020-04-15,43.0,1220.0,50.0,251.0,28.0,E54000025
2020-04-16,37.0,850.0,40.0,156.0,18.0,E54000025
2020-04-17,27.0,694.0,46.0,137.0,22.0,E54000025
2020-04-18,19.0,108.0,31.0,0.0,19.0,E54000025
2020-04-19,9.0,66.0,34.0,0.0,21.0,E54000025
2020-04-20,39.0,754.0,41.0,0.0,18.0,E54000025
2020-04-21,34.0,744.0,35.0,0.0,13.0,E54000025
2020-04-22,21.0,723.0,40.0,0.0,14.0,E54000025
2020-04-23,20.0,556.0,43.0,0.0,10.0,E54000025
2020-04-24,19.0,462.0,37.0,0.0,16.0,E54000025
2020-04-25,6.0,44.0,27.0,0.0,7.0,E54000025
2020-04-26,,51.0,41.0,0.0,,E54000025
2020-04-27,26.0,664.0,42.0,0.0,9.0,E54000025
2020-04-28,20.0,533.0,42.0,0.0,6.0,E54000025
2020-04-29,26.0,497.0,46.0,0.0,,E54000025
2020-04-30,10.0,461.0,37.0,0.0,8.0,E54000025
2020-05-01,15.0,471.0,58.0,0.0,11.0,E54000025
2020-05-02,9.0,46.0,26.0,0.0,,E54000025
