areaCode,areaName,areaType,date,newCasesBySpecimenDateRollingRate
E92000001,England,nation,14/06/2020,11.6
N92000002,Northern Ireland,nation,14/06/2020,4.2
S92000003,Scotland,nation,14/06/2020,2.9
W92000004,Wales,nation,14/06/2020,14.8
E92000001,England,nation,13/06/2020,11.4
N92000002,Northern Ireland,nation,13/06/2020,4
S92000003,Scotland,nation,13/06/2020,3
W92000004,Wales,nation,13/06/2020,14.2
E92000001,England,nation,12/06/2020,11.3
N92000002,Northern Ireland,nation,12/06/2020,3.9
S92000003,Scotland,nation,12/06/2020,3
W92000004,Wales,nation,12/06/2020,13.7
E92000001,England,nation,11/06/2020,11.5
N92000002,Northern Ireland,nation,11/06/2020,4.6
S92000003,Scotland,nation,11/06/2020,2.9
W92000004,Wales,nation,11/06/2020,13
E92000001,England,nation,10/06/2020,11.9
N92000002,Northern Ireland,nation,10/06/2020,4.6
S92000003,Scotland,nation,10/06/2020,3.1
W92000004,Wales,nation,10/06/2020,12.8
E92000001,England,nation,09/06/2020,12.2
N92000002,Northern Ireland,nation,09/06/2020,4.4
S92000003,Scotland,nation,09/06/2020,3.3
W92000004,Wales,nation,09/06/2020,13.1
E92000001,England,nation,08/06/2020,12.7
N92000002,Northern Ireland,nation,08/06/2020,4.9
S92000003,Scotland,nation,08/06/2020,3.6
W92000004,Wales,nation,08/06/2020,13.4
E92000001,England,nation,07/06/2020,13.2
N92000002,Northern Ireland,nation,07/06/2020,5.4
S92000003,Scotland,nation,07/06/2020,4
W92000004,Wales,nation,07/06/2020,13.1
E92000001,England,nation,06/06/2020,13.8
N92000002,Northern Ireland,nation,06/06/2020,6.5
S92000003,Scotland,nation,06/06/2020,4.1
W92000004,Wales,nation,06/06/2020,13.5
E92000001,England,nation,05/06/2020,14.3
N92000002,Northern Ireland,nation,05/06/2020,6.8
S92000003,Scotland,nation,05/06/2020,4.4
W92000004,Wales,nation,05/06/2020,14.1
E92000001,England,nation,04/06/2020,14.9
N92000002,Northern Ireland,nation,04/06/2020,6.6
S92000003,Scotland,nation,04/06/2020,4.5
W92000004,Wales,nation,04/06/2020,15.7
E92000001,England,nation,03/06/2020,15.7
N92000002,Northern Ireland,nation,03/06/2020,7.5
S92000003,Scotland,nation,03/06/2020,4.9
W92000004,Wales,nation,03/06/2020,17
E92000001,England,nation,02/06/2020,16.3
N92000002,Northern Ireland,nation,02/06/2020,8.7
S92000003,Scotland,nation,02/06/2020,5.4
W92000004,Wales,nation,02/06/2020,18.4
E92000001,England,nation,01/06/2020,16.5
N92000002,Northern Ireland,nation,01/06/2020,9
S92000003,Scotland,nation,01/06/2020,6
W92000004,Wales,nation,01/06/2020,19.3
E92000001,England,nation,31/05/2020,16.6
N92000002,Northern Ireland,nation,31/05/2020,9.8
S92000003,Scotland,nation,31/05/2020,7.1
W92000004,Wales,nation,31/05/2020,20.6
E92000001,England,nation,30/05/2020,17
N92000002,Northern Ireland,nation,30/05/2020,10
S92000003,Scotland,nation,30/05/2020,7.7
W92000004,Wales,nation,30/05/2020,21.7
E92000001,England,nation,29/05/2020,17.5
N92000002,Northern Ireland,nation,29/05/2020,12.2
S92000003,Scotland,nation,29/05/2020,7.8
W92000004,Wales,nation,29/05/2020,23.4
E92000001,England,nation,28/05/2020,18.3
N92000002,Northern Ireland,nation,28/05/2020,12.9
S92000003,Scotland,nation,28/05/2020,9
W92000004,Wales,nation,28/05/2020,24.4
E92000001,England,nation,27/05/2020,19.5
N92000002,Northern Ireland,nation,27/05/2020,14.4
S92000003,Scotland,nation,27/05/2020,10
W92000004,Wales,nation,27/05/2020,25.3
E92000001,England,nation,26/05/2020,20.8
N92000002,Northern Ireland,nation,26/05/2020,16.5
S92000003,Scotland,nation,26/05/2020,11
W92000004,Wales,nation,26/05/2020,26.8
E92000001,England,nation,25/05/2020,22.8
N92000002,Northern Ireland,nation,25/05/2020,18.9
S92000003,Scotland,nation,25/05/2020,12.9
W92000004,Wales,nation,25/05/2020,30.4
E92000001,England,nation,24/05/2020,24.3
N92000002,Northern Ireland,nation,24/05/2020,20.1
S92000003,Scotland,nation,24/05/2020,13.7
W92000004,Wales,nation,24/05/2020,32.4
E92000001,England,nation,23/05/2020,25
N92000002,Northern Ireland,nation,23/05/2020,20.4
S92000003,Scotland,nation,23/05/2020,14.4
W92000004,Wales,nation,23/05/2020,33.5
E92000001,England,nation,22/05/2020,25.8
N92000002,Northern Ireland,nation,22/05/2020,19.7
S92000003,Scotland,nation,22/05/2020,15.4
W92000004,Wales,nation,22/05/2020,34.9
E92000001,England,nation,21/05/2020,26.4
N92000002,Northern Ireland,nation,21/05/2020,21.4
S92000003,Scotland,nation,21/05/2020,16.5
W92000004,Wales,nation,21/05/2020,36.2
E92000001,England,nation,20/05/2020,26.3
N92000002,Northern Ireland,nation,20/05/2020,22.3
S92000003,Scotland,nation,20/05/2020,18.3
W92000004,Wales,nation,20/05/2020,36.2
E92000001,England,nation,19/05/2020,27.3
N92000002,Northern Ireland,nation,19/05/2020,22.4
S92000003,Scotland,nation,19/05/2020,19.7
W92000004,Wales,nation,19/05/2020,35.8
E92000001,England,nation,18/05/2020,27.9
N92000002,Northern Ireland,nation,18/05/2020,23.4
S92000003,Scotland,nation,18/05/2020,20.6
W92000004,Wales,nation,18/05/2020,33.8
E92000001,England,nation,17/05/2020,29.4
N92000002,Northern Ireland,nation,17/05/2020,24
S92000003,Scotland,nation,17/05/2020,22.9
W92000004,Wales,nation,17/05/2020,34.1
E92000001,England,nation,16/05/2020,30.1
N92000002,Northern Ireland,nation,16/05/2020,25.3
S92000003,Scotland,nation,16/05/2020,23.9
W92000004,Wales,nation,16/05/2020,33.8
E92000001,England,nation,15/05/2020,30.2
N92000002,Northern Ireland,nation,15/05/2020,26.1
S92000003,Scotland,nation,15/05/2020,25.3
W92000004,Wales,nation,15/05/2020,32.8
E92000001,England,nation,14/05/2020,31.1
N92000002,Northern Ireland,nation,14/05/2020,26.4
S92000003,Scotland,nation,14/05/2020,27.1
W92000004,Wales,nation,14/05/2020,30.8
E92000001,England,nation,13/05/2020,32.8
N92000002,Northern Ireland,nation,13/05/2020,27.7
S92000003,Scotland,nation,13/05/2020,28.6
W92000004,Wales,nation,13/05/2020,32.2
E92000001,England,nation,12/05/2020,33.5
N92000002,Northern Ireland,nation,12/05/2020,27.9
S92000003,Scotland,nation,12/05/2020,30.5
W92000004,Wales,nation,12/05/2020,32.8
E92000001,England,nation,11/05/2020,33.9
N92000002,Northern Ireland,nation,11/05/2020,27
S92000003,Scotland,nation,11/05/2020,31.6
W92000004,Wales,nation,11/05/2020,33.6
E92000001,England,nation,10/05/2020,33.5
N92000002,Northern Ireland,nation,10/05/2020,27
S92000003,Scotland,nation,10/05/2020,32.9
W92000004,Wales,nation,10/05/2020,32.3
E92000001,England,nation,09/05/2020,34.6
N92000002,Northern Ireland,nation,09/05/2020,26.6
S92000003,Scotland,nation,09/05/2020,33.6
W92000004,Wales,nation,09/05/2020,32.3
E92000001,England,nation,08/05/2020,36.3
N92000002,Northern Ireland,nation,08/05/2020,28.4
S92000003,Scotland,nation,08/05/2020,34.3
W92000004,Wales,nation,08/05/2020,33.6
E92000001,England,nation,07/05/2020,38.9
N92000002,Northern Ireland,nation,07/05/2020,29.7
S92000003,Scotland,nation,07/05/2020,36.4
W92000004,Wales,nation,07/05/2020,35.6
E92000001,England,nation,06/05/2020,40.9
N92000002,Northern Ireland,nation,06/05/2020,30.7
S92000003,Scotland,nation,06/05/2020,37.2
W92000004,Wales,nation,06/05/2020,36.3
E92000001,England,nation,05/05/2020,43.5
N92000002,Northern Ireland,nation,05/05/2020,31.3
S92000003,Scotland,nation,05/05/2020,39.5
W92000004,Wales,nation,05/05/2020,36.5
E92000001,England,nation,04/05/2020,45.2
N92000002,Northern Ireland,nation,04/05/2020,31.3
S92000003,Scotland,nation,04/05/2020,41.2
W92000004,Wales,nation,04/05/2020,35.8
E92000001,England,nation,03/05/2020,47.3
N92000002,Northern Ireland,nation,03/05/2020,31.2
S92000003,Scotland,nation,03/05/2020,43
W92000004,Wales,nation,03/05/2020,36.8
E92000001,England,nation,02/05/2020,48.2
N92000002,Northern Ireland,nation,02/05/2020,30.7
S92000003,Scotland,nation,02/05/2020,42.7
W92000004,Wales,nation,02/05/2020,37.3
E92000001,England,nation,01/05/2020,49.3
N92000002,Northern Ireland,nation,01/05/2020,28.7
S92000003,Scotland,nation,01/05/2020,42.1
W92000004,Wales,nation,01/05/2020,36
E92000001,England,nation,30/04/2020,49.8
N92000002,Northern Ireland,nation,30/04/2020,27.9
S92000003,Scotland,nation,30/04/2020,40.9
W92000004,Wales,nation,30/04/2020,37.1
E92000001,England,nation,29/04/2020,50.2
N92000002,Northern Ireland,nation,29/04/2020,25.7
S92000003,Scotland,nation,29/04/2020,40.5
W92000004,Wales,nation,29/04/2020,37.2
E92000001,England,nation,28/04/2020,50.4
N92000002,Northern Ireland,nation,28/04/2020,25.9
S92000003,Scotland,nation,28/04/2020,38.9
W92000004,Wales,nation,28/04/2020,39.6
E92000001,England,nation,27/04/2020,50.1
N92000002,Northern Ireland,nation,27/04/2020,28.9
S92000003,Scotland,nation,27/04/2020,39.2
W92000004,Wales,nation,27/04/2020,43
E92000001,England,nation,26/04/2020,49.5
N92000002,Northern Ireland,nation,26/04/2020,31.1
S92000003,Scotland,nation,26/04/2020,45.6
W92000004,Wales,nation,26/04/2020,46.4
E92000001,England,nation,25/04/2020,50.1
N92000002,Northern Ireland,nation,25/04/2020,30.9
S92000003,Scotland,nation,25/04/2020,45.3
W92000004,Wales,nation,25/04/2020,48.3
E92000001,England,nation,24/04/2020,51.4
N92000002,Northern Ireland,nation,24/04/2020,32.7
S92000003,Scotland,nation,24/04/2020,46.8
W92000004,Wales,nation,24/04/2020,51.9
E92000001,England,nation,23/04/2020,50.9
N92000002,Northern Ireland,nation,23/04/2020,36.5
S92000003,Scotland,nation,23/04/2020,48.4
W92000004,Wales,nation,23/04/2020,55.4
E92000001,England,nation,22/04/2020,50.5
N92000002,Northern Ireland,nation,22/04/2020,40
S92000003,Scotland,nation,22/04/2020,50.5
W92000004,Wales,nation,22/04/2020,60.5
E92000001,England,nation,21/04/2020,49.5
N92000002,Northern Ireland,nation,21/04/2020,41.9
S92000003,Scotland,nation,21/04/2020,50.3
W92000004,Wales,nation,21/04/2020,63.9
E92000001,England,nation,20/04/2020,48.7
N92000002,Northern Ireland,nation,20/04/2020,40
S92000003,Scotland,nation,20/04/2020,49.4
W92000004,Wales,nation,20/04/2020,65.8
E92000001,England,nation,19/04/2020,48.3
N92000002,Northern Ireland,nation,19/04/2020,39.7
S92000003,Scotland,nation,19/04/2020,41.7
W92000004,Wales,nation,19/04/2020,65.5
E92000001,England,nation,18/04/2020,47.3
N92000002,Northern Ireland,nation,18/04/2020,41.4
S92000003,Scotland,nation,18/04/2020,42.8
W92000004,Wales,nation,18/04/2020,67.6
E92000001,England,nation,17/04/2020,45.5
N92000002,Northern Ireland,nation,17/04/2020,40.5
S92000003,Scotland,nation,17/04/2020,41.4
W92000004,Wales,nation,17/04/2020,67.6
E92000001,England,nation,16/04/2020,44.6
N92000002,Northern Ireland,nation,16/04/2020,37.3
S92000003,Scotland,nation,16/04/2020,40.2
W92000004,Wales,nation,16/04/2020,67.1
E92000001,England,nation,15/04/2020,44.1
N92000002,Northern Ireland,nation,15/04/2020,35.2
S92000003,Scotland,nation,15/04/2020,38
W92000004,Wales,nation,15/04/2020,68
E92000001,England,nation,14/04/2020,44.2
N92000002,Northern Ireland,nation,14/04/2020,33.6
S92000003,Scotland,nation,14/04/2020,38.2
W92000004,Wales,nation,14/04/2020,68.8
E92000001,England,nation,13/04/2020,46.1
N92000002,Northern Ireland,nation,13/04/2020,35.4
S92000003,Scotland,nation,13/04/2020,38.3
W92000004,Wales,nation,13/04/2020,71
E92000001,England,nation,12/04/2020,47.7
N92000002,Northern Ireland,nation,12/04/2020,35.3
S92000003,Scotland,nation,12/04/2020,39.1
W92000004,Wales,nation,12/04/2020,74.5
E92000001,England,nation,11/04/2020,48
N92000002,Northern Ireland,nation,11/04/2020,34.6
S92000003,Scotland,nation,11/04/2020,39.2
W92000004,Wales,nation,11/04/2020,73.7
E92000001,England,nation,10/04/2020,48.5
N92000002,Northern Ireland,nation,10/04/2020,35.6
S92000003,Scotland,nation,10/04/2020,40.5
W92000004,Wales,nation,10/04/2020,74.8
E92000001,England,nation,09/04/2020,49.4
N92000002,Northern Ireland,nation,09/04/2020,36.1
S92000003,Scotland,nation,09/04/2020,41.5
W92000004,Wales,nation,09/04/2020,75.5
E92000001,England,nation,08/04/2020,49.4
N92000002,Northern Ireland,nation,08/04/2020,36.4
S92000003,Scotland,nation,08/04/2020,42.3
W92000004,Wales,nation,08/04/2020,73.8
E92000001,England,nation,07/04/2020,49.1
N92000002,Northern Ireland,nation,07/04/2020,36.4
S92000003,Scotland,nation,07/04/2020,43.1
W92000004,Wales,nation,07/04/2020,71.9
E92000001,England,nation,06/04/2020,47.7
N92000002,Northern Ireland,nation,06/04/2020,35.4
S92000003,Scotland,nation,06/04/2020,42.9
W92000004,Wales,nation,06/04/2020,68.4
E92000001,England,nation,05/04/2020,46.2
N92000002,Northern Ireland,nation,05/04/2020,34.3
S92000003,Scotland,nation,05/04/2020,41.4
W92000004,Wales,nation,05/04/2020,67.2
E92000001,England,nation,04/04/2020,45.1
N92000002,Northern Ireland,nation,04/04/2020,34.4
S92000003,Scotland,nation,04/04/2020,40.9
W92000004,Wales,nation,04/04/2020,65.1
E92000001,England,nation,03/04/2020,43.3
N92000002,Northern Ireland,nation,03/04/2020,33.9
S92000003,Scotland,nation,03/04/2020,39.9
W92000004,Wales,nation,03/04/2020,61.5
E92000001,England,nation,02/04/2020,40.8
N92000002,Northern Ireland,nation,02/04/2020,32.1
S92000003,Scotland,nation,02/04/2020,38
W92000004,Wales,nation,02/04/2020,57.2
E92000001,England,nation,01/04/2020,38.2
N92000002,Northern Ireland,nation,01/04/2020,30.5
S92000003,Scotland,nation,01/04/2020,35.6
W92000004,Wales,nation,01/04/2020,52.1
E92000001,England,nation,31/03/2020,34.9
N92000002,Northern Ireland,nation,31/03/2020,28.1
S92000003,Scotland,nation,31/03/2020,32
W92000004,Wales,nation,31/03/2020,47.8
E92000001,England,nation,30/03/2020,31.7
N92000002,Northern Ireland,nation,30/03/2020,24.4
S92000003,Scotland,nation,30/03/2020,28.8
W92000004,Wales,nation,30/03/2020,43.5
E92000001,England,nation,29/03/2020,29.1
N92000002,Northern Ireland,nation,29/03/2020,22.1
S92000003,Scotland,nation,29/03/2020,25.5
W92000004,Wales,nation,29/03/2020,36.8
E92000001,England,nation,28/03/2020,26.9
N92000002,Northern Ireland,nation,28/03/2020,19.8
S92000003,Scotland,nation,28/03/2020,23.3
W92000004,Wales,nation,28/03/2020,34.2
E92000001,England,nation,27/03/2020,24.5
N92000002,Northern Ireland,nation,27/03/2020,16.8
S92000003,Scotland,nation,27/03/2020,20.7
W92000004,Wales,nation,27/03/2020,31.2
E92000001,England,nation,26/03/2020,21.7
N92000002,Northern Ireland,nation,26/03/2020,14.2
S92000003,Scotland,nation,26/03/2020,17.2
W92000004,Wales,nation,26/03/2020,27.4
E92000001,England,nation,25/03/2020,18.7
N92000002,Northern Ireland,nation,25/03/2020,10.9
S92000003,Scotland,nation,25/03/2020,14
W92000004,Wales,nation,25/03/2020,23.7
E92000001,England,nation,24/03/2020,16.3
N92000002,Northern Ireland,nation,24/03/2020,8.7
S92000003,Scotland,nation,24/03/2020,11.3
W92000004,Wales,nation,24/03/2020,18.8
E92000001,England,nation,23/03/2020,13.9
N92000002,Northern Ireland,nation,23/03/2020,6.9
S92000003,Scotland,nation,23/03/2020,9.1
W92000004,Wales,nation,23/03/2020,15.5
E92000001,England,nation,22/03/2020,11.3
N92000002,Northern Ireland,nation,22/03/2020,5.2
S92000003,Scotland,nation,22/03/2020,6.9
W92000004,Wales,nation,22/03/2020,12.5
E92000001,England,nation,21/03/2020,9.9
N92000002,Northern Ireland,nation,21/03/2020,4.3
S92000003,Scotland,nation,21/03/2020,5.8
W92000004,Wales,nation,21/03/2020,11.1
E92000001,England,nation,20/03/2020,8.6
N92000002,Northern Ireland,nation,20/03/2020,3.8
S92000003,Scotland,nation,20/03/2020,4.9
W92000004,Wales,nation,20/03/2020,9.3
E92000001,England,nation,19/03/2020,7.4
N92000002,Northern Ireland,nation,19/03/2020,3.5
S92000003,Scotland,nation,19/03/2020,4.3
W92000004,Wales,nation,19/03/2020,7.9
E92000001,England,nation,18/03/2020,6.5
N92000002,Northern Ireland,nation,18/03/2020,3
S92000003,Scotland,nation,18/03/2020,4.1
W92000004,Wales,nation,18/03/2020,6.8
E92000001,England,nation,17/03/2020,5.5
N92000002,Northern Ireland,nation,17/03/2020,2.9
S92000003,Scotland,nation,17/03/2020,3.8
W92000004,Wales,nation,17/03/2020,6.1
E92000001,England,nation,16/03/2020,4.7
N92000002,Northern Ireland,nation,16/03/2020,2.7
S92000003,Scotland,nation,16/03/2020,3.4
W92000004,Wales,nation,16/03/2020,5.3
E92000001,England,nation,15/03/2020,3.9
N92000002,Northern Ireland,nation,15/03/2020,2.4
S92000003,Scotland,nation,15/03/2020,3.3
W92000004,Wales,nation,15/03/2020,4.3
E92000001,England,nation,14/03/2020,3.3
N92000002,Northern Ireland,nation,14/03/2020,2.5
S92000003,Scotland,nation,14/03/2020,3.1
W92000004,Wales,nation,14/03/2020,3.3
E92000001,England,nation,13/03/2020,2.9
N92000002,Northern Ireland,nation,13/03/2020,2.2
S92000003,Scotland,nation,13/03/2020,2.9
W92000004,Wales,nation,13/03/2020,2.7
E92000001,England,nation,12/03/2020,2.3
N92000002,Northern Ireland,nation,12/03/2020,1.7
S92000003,Scotland,nation,12/03/2020,2.1
W92000004,Wales,nation,12/03/2020,1.8
E92000001,England,nation,11/03/2020,1.7
N92000002,Northern Ireland,nation,11/03/2020,1.6
S92000003,Scotland,nation,11/03/2020,1.5
W92000004,Wales,nation,11/03/2020,1
E92000001,England,nation,10/03/2020,1.1
N92000002,Northern Ireland,nation,10/03/2020,1.1
S92000003,Scotland,nation,10/03/2020,1.1
W92000004,Wales,nation,10/03/2020,0.6
E92000001,England,nation,09/03/2020,0.8
N92000002,Northern Ireland,nation,09/03/2020,0.8
S92000003,Scotland,nation,09/03/2020,0.8
W92000004,Wales,nation,09/03/2020,0.2
E92000001,England,nation,08/03/2020,0.6
N92000002,Northern Ireland,nation,08/03/2020,0.6
S92000003,Scotland,nation,08/03/2020,0.5
W92000004,Wales,nation,08/03/2020,0.1
E92000001,England,nation,07/03/2020,0.6
N92000002,Northern Ireland,nation,07/03/2020,0.5
S92000003,Scotland,nation,07/03/2020,0.5
W92000004,Wales,nation,07/03/2020,0.1
E92000001,England,nation,06/03/2020,0.5
N92000002,Northern Ireland,nation,06/03/2020,0.2
S92000003,Scotland,nation,06/03/2020,0.4
W92000004,Wales,nation,06/03/2020,0
E92000001,England,nation,05/03/2020,0.4
N92000002,Northern Ireland,nation,05/03/2020,0.1
S92000003,Scotland,nation,05/03/2020,0.3
W92000004,Wales,nation,05/03/2020,0
E92000001,England,nation,04/03/2020,0.3
W92000004,Wales,nation,04/03/2020,0.1
E92000001,England,nation,03/03/2020,0.2
E92000001,England,nation,02/03/2020,0.2
E92000001,England,nation,01/03/2020,0.1
E92000001,England,nation,29/02/2020,0.1
E92000001,England,nation,28/02/2020,0.1
